accessno,acqvalue,appnotes,appraisor,authorx,callno,caption,catby,catdate,classes,collection,conddate,condexam,condition,condnotes,controlno,copyno,creator,credit,curvalmax,curvalue,dataset,date,descrip,dispvalue,earlydate,edition,event,exhibitno,exhlabel1,exhlabel2,exhlabel3,exhlabel4,exhstart,flagdate,flagnotes,flagreason,gparent,homeloc,imageno,inscomp,insdate,insphone,inspremium,insrep,insvalue,invnby,invndate,isbn,issn,language,latdeg,latedate,lccn,legal,loancond,loandue,loaninno,loanno,locfield1,locfield2,locfield3,locfield4,locfield5,locfield6,longdeg,maintcycle,maintdate,maintnote,notes,objectid,objname,objname2,objname3,objnames,oldno,otherno,parent,people,physdesc,policyno,provenance,publisher,pubnotes,pubplace,recas,recdate,recfrom,relnotes,series,seriesx,site,siteno,sitesadded,spinelbl,status,statusby,statusdate,sterms,subjects,tempauthor,tempby,tempdate,temploc,tempnotes,tempreason,tempuntil,title,titlex,tlocfield1,tlocfield2,tlocfield3,tlocfield4,tlocfield5,tlocfield6,udf1,udf10,udf11,udf12,udf13,udf14,udf15,udf16,udf17,udf18,udf19,udf2,udf20,udf21,udf22,udf3,udf4,udf5,udf6,udf7,udf8,udf9,updated,updatedby,valuedate,webinclude,webrights,ppid
2020.1,0,,,,,,"Swanson, Edie",2020-01-30,"Communication Artifact
Documentary Artifact",Unknown,2020-01-30,"Swanson, Edie",Good,,,0,Reader Digest,,0,0,,1995,"A red & black hardcover book published by Reader Digest titled: ""Through Indian Eyes""  A history of the Native Americans told through pictures and text. It has aRed, ywllow & white paper book jacket with a picture of an Native American on the front.           ",,0,,,0,,,,,,,,,8: Communication Artifact,"Research RM, Book Case 4, Shelf -1",1,,,,,,0,,,,,,0,0,,,,,,0,,,,,,,0,,2020-01-30,,,2020.1.322,"Book, Hardcover",,,,,,Documentary Artifact,Unknown,"39.5"" x 12.25"" hardcovere, paper, ink",,,,,,,,Unknown,,,,,,,,OK,"Swanson, Edie",2020-01-30,"book
hardcover
Native
Americans
Indians","book
hardcover
Native
Americans
Indians
",,,,,,,,"Through Indian Eyes
The Untold Story of Native American People",,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,2020-01-30T10:37:32,Unknown,,false,,AC65DD3F-ABF0-448E-8976-177799009159
2020.1,0,,,,,,"Swanson, Edie",2020-01-30,"Communication Artifact
Documentary Arrtifact",ReNae Sherman,2020-01-30,"Swanson, Edie",Good,,,0,,,0,0,,1975,"A softcover book with a black & white picture of Kahle nagwi wens- A native Minnesotan. The title of the book ( in red printing) is: ""The Man Who Lived in 3 Centuries"" is a biographic reconstruction of his life.",,0,,,0,,,,,,,,,8: Communication Artifact,"Research RM, Book Case 4, Shelf -1",1,,,,,,0,,,,,,0,0,,,,,,0,,,,,,,0,,2020-01-30,,,2020.1.323,"Book, Softcover",,,,,,Documentary Artifact,"Sherman, ReNae","8.25' x 10.75' softcover, paper ink ",,,,,,,,Unknown,,,,,,,,OK,"Swanson, Edie",2020-01-30,"book
softcover
Native
Minnesota
Kahle nasgwi wens","book
softcover
Native
Minnesota
Kahle nasgwi wens",,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,2020-01-30T10:36:49,Unknown,,false,,9DA52CB6-3839-4E6C-B1B9-131735254730
2418,0.00,,,,,,,,"Communication Artifact
Documentary Artifact",SD # 69,,,Good,,,0,,,0.00,0.00,,Circa 1931,"Category: 5 -Communication Artifacts
Sub-category: Documentary Artifact
Color: Black, white, blue
Marks: Barrows and Parker. Silver, Burdett and Co. Publishers",,0,,,0,,,,,,,,,8: Communication Artifact,"Research RM, Book Case 5, Shelf-2",1,,,,,,0.00,,,,,,0.000000,0,,,,,,0,,,,,,,0.000000,,,"Object is marked and has a category card.
object inventoried 2003","
",2418,Book,,,,,,Documentary Artifact,Roseau Community Schools,,, ,,,,Donation,Unknown,SD #69,,,,RCHS,,,,OK,"Swanson, Edie",2019-11-19,"book
textbook
school
Geography","book
textbook
school
Geography",,,,,,,,,,,,,,,,,,,,0,0.00,0.00,0.000,0.000,,,,,,,,,,,,,,2020-01-30T12:16:37,Unknown,,false,,D4981BC5-F7EC-4E26-AE17-271685167565
2386,0.00,,,,,,,,"Communication Artifact
Documentary Artifact",SD # 63,,,Good,,,0,,,0.00,0.00,,Circa 1906,"Category: 5 -Communication Artifacts
Sub-category: Documentary Artifact
Color: Red, black and white
Marks: By Stratton Brooks Pub. American Book Co.",,0,,,0,,,,,,,,,8: Communication Artifact,"Research RM, Book Case 5 , Shelf-2",1,,,,,,0.00,,,,,,0.000000,0,,,,,,0,,,,,,,0.000000,,,"Object is marked and has a category card.
object inventoried 2003","
",2386,Book,,,,,,Documentary Artifact,Roseau Community School,,, ,,,,Donation,Unknown,SD #63,,,,RCHS,,,,OK,"Swanson, Edie",2019-11-14,"book
lesson
reader
7th","book
lesson
reader
7th",,,,,,,,,,,,,,,,,,,,0,0.00,0.00,0.000,0.000,,,,,,,,,,,,,,2020-01-30T12:17:07,Unknown,,false,,040B21FB-ACF6-49CF-A9CB-252155297397
2397,0.00,,,,,,,,"Communication Artifact
Docuemntary Artifact",SD # 65,,,Good,,,0,,,0.00,0.00,,Circa 1906,"Category: 5 -Communication Artifacts
Sub-category: Documentary Artifact
Color: Black, white and brown
Marks: By Stratton D. Brooks. Pub. American Book Co.",Good,0,,,0,,,,,,,,,8: Communication Artifact,"Research RM, Book Case 5 , Shelf -2",1,,,,,,0.00,,,,,,0.000000,0,,,,,,0,,,,,,,0.000000,,,"Object is marked and has a category card.
object inventoried 2003","
",2397,Book,,,,,,Documentary Artifact,Roseau Community School,,, ,,,,Donation,3/15/1974,SD #65,,,,RCHS,,,,OK,"Swanson, Edie",2019-11-14,"book
lesson
reader
8th","book
lesson
reader
8th",,,,,,,,,,,,,,,,,,,,0,0.00,0.00,0.000,0.000,,,,,,,,,,,,,,2020-01-30T12:17:50,Unknown,,false,,CCB9D9F5-9287-42A2-9869-548921410967
2373,0.00,,,,,,,,"Communication Artifact
Documentary Artifact",Unknown,,,Good,,,0,,,0.00,0.00,,Circa 1933,"Category: 5 -Communication Artifacts
Sub-category: Documentary Artifact
Color: White, black and orange
Marks: By Jesse H. Newlon and Paul R. Hanna Pub. Houghton, Mufflin and Co.",Good,0,,,0,,,,,,,,,8: Communication Artifact,"Research RM, Book Case 5,Shelf -2",1,,,,,,0.00,,,,,,0.000000,0,,,,,,0,,,,,,,0.000000,,,"Object is marked and has a category card.
object inventoried 2003","
",2373,Book,,,,,,Documentary Artifact,Unknown,,, ,,,,Donation,3/15/1974,Unknown,,,,RCHS,,,,OK,"Swanson, Edie",2019-11-14,"book
lesson
Speller
lower 
grades
1-4","book
lesson
Speller
lower 
grades
1-4",,,,,,,,,,,,,,,,,,,,0,0.00,0.00,0.000,0.000,,,,,,,,,,,,,,2020-01-30T12:20:15,Unknown,,false,,642C559A-743A-42AA-96B5-890487046604
2388,0.00,,,,,,,,"Communication artifact
Documentary Artifact",Unknown,,,Good,,,0,,,0.00,0.00,,Circa 1916,"Category: 5 -Communication Artifacts
Sub-category: Documentary Artifact
Color: Green and black and white
Marks: Pub. Ginn and Co.",,0,,,0,,,,,,,,,8: Communication Artifact,"Reseach RM, Book Case 5,Shelf -2",1,,,,,,0.00,,,,,,0.000000,0,,,,,,0,,,,,,,0.000000,,,"Object is marked and has a category card.
object inventoried 2003","
",2388,Book,,,,,,Documentary Artifact,Unknown,,, ,,,,Donation,Unknown,Unknown,,,,RCHS,,,,OK,"Swanson, Edie",2019-11-14,"book
lesson
Advanced
Reader","book
lesson
Advanced
Reader",,,,,,,,,,,,,,,,,,,,0,0.00,0.00,0.000,0.000,,,,,,,,,,,,,,2020-01-30T12:20:58,Unknown,,false,,1142FCDE-E685-43B8-ADB8-094853054763
2391,0.00,,,,,,,,"Communication Artifact
Documentary Artifact",SD # 47,,,Good,,,0,,,0.00,0.00,,Circa 1925,"Category: 5 -Communication Artifacts
Sub-category: Documentary Artifact
Color: Gold, black and white, blue
Marks: By Isabel Davidson and Charles J Anderson Pub Laurel, Book Co. Chicago",,0,,,0,,,,,,,,,8: Communication Artifact,"Research RM, Book Case 5 , Shelf -2",1,,,,,,0.00,,,,,,0.000000,0,,,,,,0,,,,,,,0.000000,,,"Object is marked and has a category card.
object inventoried 2003","
",2391,Book,,,,,,Documentary Artifact,Roseau Community School,,, ,,,,Donation,3/15/1974,SD #47,,,,RCHS,,,,OK,"Swanson, Edie",2019-11-14,"book
lesson
reader
8th","book
lesson
reader
8th",,,,,,,,,,,,,,,,,,,,0,0.00,0.00,0.000,0.000,,,,,,,,,,,,,,2020-01-30T12:22:35,Unknown,,false,,5170C319-B4F6-4A8E-9F7D-597025553830
2398,0.00,,,,,,,,"Communication Artifact
Documentary Artifact",School Dist # 47,,,Good,,,0,George Drayton Strayer PHD & Clifford Brewster Upton,,0.00,0.00,,Circa 1928,"Black, white and red
Strayer-Upton Arithmetus 1928 Higher Grades
By George Drayton Strayer PHD and Clifford Brewster Upton AM Pub. American Book Co.",Good,0,,,0,,,,,,,,,8: Communication Artifact,"Research Rm, Book Case 5, Shelf -2",1,,,,,,0.00,,,,,,0.000000,0,,,,,,0,,,,,,,0.000000,,,"Object is marked and has a category card.
object inventoried 2003","
",2398,Book,,,,,,Documentary Artifact,Roseau Community School,,, ,,,,Donation,3/15/1974,SD #47,,,,RCHS,,,,OK,"Swanson, Edie",2019-11-14,"book
school
lesson
arithmetic
higher
grades
Strayer 
Upton 
1928 ","book
school
lesson
arithmetic
higher
grades
Strayer 
Upton 
1928 
",,,,,,,,Strayer-Upton Arithmetus 1928 Higher Grades,,,,,,,,,,,,0,0.00,0.00,0.000,0.000,,,,,,,,,,,,,,2021-02-09T11:34:53,Unknown,,false,,CD2FCEC9-DA29-493A-A0DE-317046494987
2390,0.00,,,,,,,,"Communication Artifact
Documentary Artifact",Shetterly Family 1970 Collection,,,Good,,,0,,,0.00,0.00,,Circa 1904,"Category: 5 -Communication Artifacts
Sub-category: Documentary Artifact
Color: Green, black and white, blue
Marks: James R McDonald Pub Little, Brown and Co.",,0,,,0,,,,,,,,,8: Communication Artifact,"Research RM, Book Case  5, Shelf   -2",1,,,,,,0.00,,,,,,0.000000,0,,,,,,0,,,,,,,0.000000,,,"Object is marked and has a category card.
object inventoried 2003","
",2390,Book,,,,,,Documentary Artifact,Shetterly Family,,, ,,,,Donation,Unknown,Joanne Fikkan Shetterly,,,,RCHS,,,,OK,"Swanson, Edie",2019-11-14,"book
lesson
reader
Primer","book
lesson
reader
Primer",,,,,,,,,,,,,,,,,,,,0,0.00,0.00,0.000,0.000,,,,,,,,,,,,,,2020-01-30T12:27:07,Unknown,,false,,AF9AB23F-7B6A-4BCA-8810-563807278768
2380,0.00,,,,,,,,"Communication Artifact
Documentary Artifact",Unknown,,,Good,,,0,,,0.00,0.00,,Circa 1924,"Category: 5 -Communication Artifacts
Sub-category: Documentary Artifact
Color: White, black, green
Marks: By Bolenius Pub. Houghton, Miffin Co.",Good,0,,,0,,,,,,,,,8: Communication Artifact,"Research RM, Book Case 5 , Shelf -2",1,,,,,,0.00,,,,,,0.000000,0,,,,,,0,,,,,,,0.000000,,,"Object is marked and has a category card.
object inventoried 2003","
",2380,Book,,,,,,Documentary Artifact,Unknown,,, ,,,,Donation,Unknown,Unknown,,,,RCHS,,,,OK,"Swanson, Edie",2019-11-14,"book
lesson
reading
grades
I, II & III","book
lesson
reading
grades
I, II & III",,,,,,,,,,,,,,,,,,,,0,0.00,0.00,0.000,0.000,,,,,,,,,,,,,,2020-01-30T12:27:45,Unknown,,false,,BD5F4188-1C4C-46CC-A52F-589209537570
2015.20,0.00,,,,,,"Swanson, Edie",2020-10-19,"Communication Artifact
Documentary Artifact",Linda Short,2020-10-19,"Swanson, Edie",Excellent,,,0,,,0.00,0.00,,2004,"A black hard cover book with gold lettering on spine: 'M.S. Thesis  2003  Linda Ruth Short  NDSU"" The thesis , she wrote was on the aftermath of the flood in Roseau County 2002 and the effects the children could verbally communicate . The study included Twenty-five children, ages five to eighteen. ",,0,,,0,,,,,,,,,8: Communication Artifact,"Research RM, Bookcase 1, SH 1",1,,,,,,0.00,,,,,,0.000000,0,,,,,,0,,,,,,,0.000000,,2020-10-19,,,2015.20.1a,"Book, Hardcover",,,,,,Documentary Artifact,"Short, Linda",,,,,,,Donation,06/04/2015,"Short, Linda",,,,,,,,OK,"Swanson, Edie",2020-10-19,"book
hardcover
flood
2002
Roseau
children's
memories","book
hardcover
flood
2002
Roseau
children's
memories",,,,,,,,,,,,,,,,,,,,0,0.00,0.00,0.000,0.000,,,,,,,,,,,,,,2020-10-19T11:52:44,Unknown,,false,,0120F3A7-E4A3-4C1E-BE82-119509938191
2007.60.7,0,,,,,,"Swanson, Edie",2020-10-19,"Communication Artifact
Documentary Artifact",Annette Hermansen,2020-10-19,"Swanson, Edie",Fair,,,0,Susanna Berge aka Carol Rein Shwayder,,0,0,,1993,A organge colored softcover book written by Susanna J. Berge aka Carol Rein Shwayder granddaughter to John Rein. The book is fictional muder mystery.,,0,,,0,,,,,,,,,8: Communication Artifact,"Research RM, Book Case 1, Sh 3",1,,,,,,0,,,,,,0,0,,,,,,0,,,,,,,0,,2020-10-19,,,2007.60.7a,"Book, Softcover",,,,,,Documentary Artifact,"Hermansen, Rev. Louis & Annette (Ellefson)","9.25"" x 11"" orange softcover, paper, ink",,,,,,,,,,,,,,,,OK,"Swanson, Edie",2020-10-19,"book
softcover
fictional
muder
mystery","book
softcover
fictional
muder
mystery",,,,,,,,Witch's Moon,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,2021-01-26T14:29:25,Unknown,,false,,2C0D220A-23FD-4145-82D9-452491392112
11030,0.00,,,,,                                                                           ,"Swanson, Edie",2019-11-19,"Communication Artifact
Toy",Florence Klema,2019-11-19,"Swanson, Edie",Good,,,0,,,0.00,0.00,,1930,"A little green book with a red sticker that has 2 yellow dogs on it with the title: The Story of a Little Yellow Dog and a White bear, Dorothy Sherrill. It is a book , one would read to a child.",,0,,,0,,,,,,,,,9: Recreational Artifacts,"Research Rm, Book Case 5, Shelf -3",34,,,,,,0.00,,,,,,0.000000,0,,,,,,0,,,,,,,0.000000,,2019-11-19,,,11030,Book,,,,,,Toy,"Klema, Lawrence & Florence (Knockenmus)",,,,,,,,,,,,,,,,,OK,"Swanson, Edie",2019-11-19,"book
child's","book
child's
",,,,,,,,The Story of a Little Yellow Dog and a Little White Bear,,,,,,,,,,,,0,0.00,0.00,0.000,0.000,,,,,,,,,,,,,,2023-03-13T13:57:59,Unknown,,false,,B2625652-D2A8-40A0-BE6D-982732559032
2021.7,0,,,,,,"Swanson, Edie",2021-02-16,"Communication Artifact
Documentary Artifact",Vernon Barrett,2021-02-16,"Swanson, Edie",Good,,,0,,,0,0,,1974,"A black hardcover book with title in white lettering and picture of Earth. The Updated Last Whole Earth Catalog (access to tools) contains a listing of books, tools ,where to order and price of each. along with some bits of information along the way.",,0,,,0,,,,,,,,,8: Communication Artifact,"Research RM, Book Case 5 , Shelf 1",1,,,,,,0,,,,,,0,0,,,,,,0,,,,,,,0,,2021-02-16,,,2021.7.1,"Book, Hardcover",,,,,,Documentary Artifact,"Barrett, Vernon","11"" x 14.75' hardcover, paper, ink
",,,POINT/Penquin Books,,,,,"Barrett, Vernon",,,,,,,,OK,"Swanson, Edie",2021-02-16,"book
hardcover
catalog
books
tools","book
hardcover
catalog
books
tools",,,,,,,,The Updated Last Whole Earth Catalog,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,2021-02-16T15:41:31,Unknown,,false,,63BED63D-C506-4EB3-954A-368216895373
2021.7,0,,,,,,"Swanson, Edie",2021-02-16,"Communication Artifact
Documentary Artifact",Vernon Barrett,2021-02-16,"Swanson, Edie",Good,,,0,,,0,0,,1974,"The hardcover book "" Whole Earth Epilog is a continuation of the Updated Last Whole Earth Catalog. with listings of new items and any change in the items in the other book. The book also contains a dash of fiction from Paul Krassner, editor of ""The Realist""",,0,,,0,,,,,,,,,8: Communication Artifact,"Research RM, Book Case 5, Shelf 1",1,,,,,,0,,,,,,0,0,,,,,,0,,,,,,,0,,2021-02-16,,,2021.7.2,"Book, Hardcover",,,,,,Documentary Artifact,"Barrett, Vernon","11"" x 14.75"" hardcover, paper, ink",,,,,,,,"Barrett, Vernon",,,,,,,,OK,"Swanson, Edie",2021-02-16,"book
hardcover
catalog
books
tools","book
hardcover
catalog
books
tools",,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,2021-02-16T15:41:44,Unknown,,false,,161D5092-5621-4F01-8816-380801583230
2287,0.00,,,,,,,,"Communication Artifact
Documentawry Arrtifact",Unknown,,,Good,,,0,,,0.00,0.00,,Circa 1863,"Category: 5 -Communication Artifacts
1 Book
-U.S. Infantry and Rifle Tactics 1863
Sub-category: Documentary Artifact
Color: Green, white, black and gold
Marks: Pub. J.B. Lippencott & Co. 1863",,0,,,0,,,,,,,,,8: Communication Artifact,"Object Storage RM, SH 20B, Box B Military",1,,,,,,0.00,,,,,,0.000000,0,,,,,,0,,,,,,,0.000000,,,"Object is marked and has a category card.
object inventoried 2003","
",2287,Book,,,,,,Documentary Artifact,Unknown,,, ,,,,Donation,Unknown,Unknown,,,,RCHS,,,,OK,"Swanson, Edie",2018-03-22,"book
infantry
tactics
military","book
infantry
tactics
military",,,,,,,,,,,,,,,,,,,,0,0.00,0.00,0.000,0.000,,,,,,,,,,,,,,2021-02-23T14:06:17,Unknown,,false,,E2D2D1D9-2D06-44AC-9E3A-697054510250
2021.20,0,,,,,,"Swanson, Edie",2021-05-28,"Communication Artifact
Documentary Artifact",Liz Lund,2021-05-28,"Swanson, Edie",Good,,,0,,,0,0,,1927,"A set of  11 softcover books called the Nutshell Library by Sherwin Cody. the books are titled:
An Evening with Thackeray
An Evening with Lamb
An Evening with Scott
An Evening with Hawthorne
An Evening with Tennyson
An Evening with Burns
An Evening with Longfellow
An Evening with Irving
An Evening with Dickens
An Evening with Shakspere
and the one copywrited in 1937- How to Read and What to Read
The books have a little history of each author and a narrative to what they wrote.",,1927,,,0,,,,,,,,,8: Communication Artifact,"Research RM, Book Case 5, Shelf 5-3",3,,,,,,0,,,,,,0,1937,,,,,,0,,,,,,,0,,2021-05-28,,,2021.20.5,"Book, Softcover",,,,,,Documentary Artifact,"Lund, Liz","3.75"" x 5.5"" .375""",,,,,,Donation,05/13/2021,"Lund, Liz",,,,,,,,OK,"Swanson, Edie",2021-05-28,"books
softcover
Nutshell
library","books
softcover
Nutshell
library",,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,2021-08-10T12:02:51,Unknown,,false,,A57EFC09-6FFD-43AA-8AAE-616841049800
2021.20,0,,,,,,"Swanson, Edie",2021-05-28,"Communication Artifact
Documentary Artifact",Liz Lund,2021-05-28,"Tikkanen, Janet",Good,,,0,"Saul Pett, Sid Moody, Hugh Mulligan & Tom Henshaw",,0,0,,1963,"The book is events in the death of JFK, starting out with the President Kennedy & First Lady's arrival in Dallas,Tx on November 22, 1963 ending with his funeral. The book has a burgundy colored hardcover with gold lettering.",,0,,,0,,,,,,,,,8: Communication Artifact,"Research RM, Book Case 4 , Shelf 3",1,,,,,,0,,,,,,0,0,,,,,,0,,,,,,,0,,2021-05-28,,,2021.20.6,Book,,,,,,Documentary Artifact,"Lund, Liz","10.25"" x 13.25 burgundy colored hardcover, paper, ink",,,,,,Donation,05/13/2021,"Lund, Liz",,,,,,,,OK,"Swanson, Edie",2021-05-28,"book
JFK
assassination","book
JFK
assassination",,,,,,,,The torch is passed...,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,2021-06-01T09:30:29,Unknown,,false,,735B3A1D-6E85-409C-BD0D-343588306671
2696,0,,,,,,"Swanson, Edie",2021-06-04,"Communication Artifact
Documentary Artifact",Unknown,2021-06-04,"Swanson, Edie",Good,,,0,Girl Scouts of the United States of America,,0,0,,1950,A pale blue color hardcover book for Leaders of the Brownie Scout Troop.It has a drawing of three girls playing outside done in blue tones & white. ,,0,,,0,,,,,,,,,8: Communication Artifact,"Archive RM, SH 1A, Girl Scouts",1,,,,,,0,,,,,,0,0,,,,,,0,,,,,,,0,,2021-06-04,,,2696.1,"Book, Hardcover",,,,,,Documentary Artifact,Unknown,,,,,,,Donation,Unknown,Unknown,,,,,,,,OK,"Swanson, Edie",2021-06-04,"softcover
book
manual
leader's
Brownie 
Scouts","softcover
book
manual
leader's
Brownie 
Scouts",,,,,,,,Leader's Guide to the Brownie Scout Program,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,2021-06-04T12:17:17,Unknown,,false,,BDF4B38D-D5B6-4B16-B926-066488208119
2000.10.1,0,,,,,,"Swanson, Edie",2021-06-04,"Communication Artifact
Documentary Artifact","Dahlen, Florence",2021-06-04,"Swanson, Edie",Good,,,0,Alice Chadwicke,,0,0,,1937,"A blue softcover book, a dramatization of the novel (Anne of Green Gables) in three acts.",,0,,,0,,,,,,,,,8: Communication Artifact,"Research RM, Book Case 5, SH 5-3",1,,,,,,0,,,,,,0,0,,,,,,0,,,,,,,0,,2021-06-04,,,2000.10.1.1,"Book, Softcover",,,,,,Documentary Artifact,"Dahlen, James & Florence",,,,,,,,,"Dahlen, James & Florence",,,,,,,,OK,"Swanson, Edie",2021-06-04,"book
softcover
play
three
acts","book
softcover
play
three
acts",,,,,,,,"Anne of Green Gables
",A Modern Dramatization of L.M. Montgomery's most popular novel in Three acts,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,2021-06-04T12:42:32,Unknown,,false,,F45E2C46-7F9C-41B6-A94F-434771109920
2457,0,,,,,,"Swanson, Edie",2021-06-04,"Recreational Artifact
Toy",Mrs. Iver Nelson,2021-06-04,"Swanson, Edie",Good,,,0,,,0,0,,1896,A light brown color hardcover book titled Grimm's Fairy Tales. The book contains  seventeen little stories appealing to the developing moral sense of children through drama of the conscience and will presented in the stories.,,0,,,0,,,,,,,,,9: Recreational Artifacts,"Research RM, Book Case 5, SH 5-3",1,,,,,,0,,,,,,0,0,,,,,,0,,,,,,,0,,2021-06-04,,,2457.1,Book,,,,,,Toy,"Nelson, Iver","4.75"" x 7"". tan hardcover, paper, ink",,,,,,Donation,7/2/1976,Mrs. Iver Nelson,,,,,,,,OK,"Swanson, Edie",2021-06-04,"hardcover
book
Grimm's
fairy
tales","hardcover
book
Grimm's
fairy
tales",,,,,,,,Grimm's Fairy Tales,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,2021-06-07T09:44:10,Unknown,,false,,ADF55021-86E5-400D-9C46-505038683952
2016.4,0,,,,,,"Swanson, Edie",2021-06-04,"Communication Artifact
Documentary Artifact",Rev. Louis & Annette Hermansen,2021-06-04,"Swanson, Edie",Good,,,0,Hugh Lofting,,0,0,,1924,"A orange colored hardcover book with a series of short stories with illustrations.
 It has a sketch of a man, a circus wagon and animals on the front cover.",,0,,,0,,,,,,,,,8: Communication Artifact,"Research RM, Book Case 5, Sh 5-3",1,,,,,,0,,,,,,0,0,,,,,,0,,,,,,,0,,2021-06-04,,,2016.4.6.1,"Book, Hardcover",,,,,,Documentary Artifact,"Hermansen, Rev. Louis & Annette (Ellefson)","5.5"" x 8"", orange hardcover, paper, ink",,,J.B.Lippincott Company,,Philadelphia,Donation,01/06/2016,"Hermansen, Rev. Louis & Annette",,,,,,,,OK,"Swanson, Edie",2021-06-04,"hardcover
book
children's
stories","hardcover
book
children's
stories",,,,,,,,Doctor Dolittle's Circus,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,2021-06-07T09:45:05,Unknown,,false,,91396AD4-0447-4F49-99D6-425387308430
2014.22,0,,,,,,"Swanson, Edie",2021-06-04,"Recreational Artifact
Toy",Leanne Johnson,2021-06-04,"Swanson, Edie",Poor,,,0,,,0,0,,,A hardcover book of Mother Goose Rhymes. has a woman carrying a broom leading geese down the road on the front cover.,,0,,,0,,,,,,,,,9: Recreational Artifacts,"Research RM, Book Case 5,SH 5-3",1,,,,,,0,,,,,,0,0,,,,,,0,,,,,,,0,,2021-06-04,,,2014.22.5.1,Book,,,,,,Toy,"Johnson, Keith & Leanne (Gaukerud)","7.5"" x 9.5"" ,Blue color hardcover, multi-color picture,paper,ink",,,,,,Donation,06/23/2014,"Johnson, Keith & Leanne",,,,,,,,OK,"Swanson, Edie",2021-06-04,"book
child's
Mother
Goose","book
child's
Mother
Goose",,,,,,,,Mother Goose Rhymes,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,2021-06-07T09:46:32,Unknown,,false,,8B5EDE60-CE34-4ACF-AED2-610428351200
2014.22,0,,,,,,"Swanson, Edie",2021-06-04,"Recreational Artifact
Toy",Keith & Leanne Johnson,2021-06-04,"Swanson, Edie",Good,,,0,Anna Sewall,,0,0,,,Black Beauty is a book ; an autobiography of a horse It has a picture of a black horse by a white fence on the front cover.,,0,,,0,,,,,,,,,9: Recreational Artifacts,"Research RM, Book Case 5, Sh 5-3",1,,,,,,0,,,,,,0,0,,,,,,0,,,,,,,0,,2021-06-04,,,2014.22.4.1,Book,,,,,,Toy,"Johnson, Keith & Leanne (Gaukerud)","7.5"" x 9.75"" multi-colored hardcover, paper, ink",,,M.A. Donohue & Company,,Chicago,Donation,06/23/2014,"Johnson, Keith & Leanne",,,,,,,,OK,"Swanson, Edie",2021-06-04,"book
child's
horse
Black 
Beauty","book
child's
horse
Black 
Beauty",,,,,,,,Black Beauty,"""Young Folks' Edition""",,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,2021-06-07T09:48:43,Unknown,,false,,FFA72AFB-1008-4FCA-868E-686404007947
